index,user_id,item_id,event_type,watch_seconds,timestamp,age,gender,region,content_type,genre
1003,u108,i253,play,1855,2025-01-13 00:38:00,44,M,Bandung,series,thriller
1004,u113,i175,play,3115,2025-01-13 00:55:00,17,F,Bandung,series,family
1005,u205,i168,skip,37,2025-01-13 01:48:00,28,M,Surabaya,movie,romance
1006,u150,i43,complete,492,2025-01-13 02:07:00,47,F,Makassar,tv,kids
1007,u131,i34,complete,1908,2025-01-13 02:18:00,22,M,Bandung,movie,thriller
1008,u189,i128,skip,23,2025-01-13 02:37:00,26,M,Makassar,series,drama
1009,u178,i42,play,1636,2025-01-13 03:01:00,26,F,Bandung,tv,kids
1010,u74,i213,like,2003,2025-01-13 03:13:00,41,F,Surabaya,series,romance
1011,u44,i112,play,2962,2025-01-13 03:51:00,47,F,Surabaya,movie,family
1012,u111,i109,play,2098,2025-01-13 04:21:00,31,M,Medan,series,romance
1013,u126,i251,play,2993,2025-01-13 04:59:00,28,F,Jakarta,series,romance
1014,u29,i65,play,2860,2025-01-13 05:45:00,52,M,Medan,series,anime
1015,u134,i120,play,3168,2025-01-13 05:48:00,47,M,Denpasar,microdrama,thriller
1016,u182,i156,skip,19,2025-01-13 05:56:00,39,M,Yogyakarta,movie,drama
1017,u209,i73,complete,2572,2025-01-13 06:02:00,23,F,Surabaya,microdrama,comedy
1018,u37,i57,save,164,2025-01-13 06:23:00,38,F,Jakarta,series,family
1019,u187,i245,play,2434,2025-01-13 07:13:00,18,F,Medan,series,thriller
1020,u157,i223,play,2616,2025-01-13 07:17:00,48,M,Bandung,series,drama
1021,u124,i248,skip,29,2025-01-13 07:43:00,17,M,Denpasar,microdrama,thriller
1022,u70,i135,play,820,2025-01-13 08:43:00,22,M,Yogyakarta,movie,romance
1023,u45,i66,skip,28,2025-01-13 09:06:00,28,F,Medan,series,anime
1024,u46,i140,skip,22,2025-01-13 09:22:00,40,M,Bandung,series,drama
1025,u81,i44,pause,298,2025-01-13 09:34:00,22,F,Bandung,tv,kids
1026,u105,i11,skip,12,2025-01-13 09:35:00,34,F,Yogyakarta,series,romance
1027,u33,i30,play,2455,2025-01-13 09:37:00,47,M,Surabaya,movie,action
1028,u65,i108,pause,150,2025-01-13 09:41:00,46,F,Medan,series,anime
1029,u173,i162,complete,3144,2025-01-13 10:12:00,39,F,Denpasar,series,kids
1030,u209,i162,like,1451,2025-01-13 10:47:00,23,F,Surabaya,series,kids
1031,u193,i178,pause,272,2025-01-13 11:30:00,50,M,Medan,movie,drama
1032,u53,i22,like,3502,2025-01-13 11:33:00,17,M,Denpasar,movie,drama
1033,u197,i8,play,3508,2025-01-13 12:16:00,33,F,Medan,series,drama
1034,u168,i151,play,1615,2025-01-13 12:22:00,41,F,Medan,movie,family
1035,u38,i16,like,2814,2025-01-13 12:43:00,32,F,Surabaya,movie,romance
1036,u205,i30,play,1280,2025-01-13 12:44:00,28,M,Surabaya,movie,action
1037,u99,i250,play,2804,2025-01-13 13:09:00,53,F,Surabaya,movie,family
1038,u82,i69,play,1871,2025-01-13 13:16:00,35,F,Medan,microdrama,drama
1039,u101,i24,skip,34,2025-01-13 13:17:00,43,F,Denpasar,movie,comedy
1040,u83,i76,complete,1968,2025-01-13 13:36:00,25,M,Yogyakarta,movie,thriller
1041,u214,i228,play,813,2025-01-13 13:36:00,24,F,Medan,movie,romance
1042,u153,i44,save,146,2025-01-13 13:37:00,27,F,Makassar,tv,kids
1043,u145,i15,pause,203,2025-01-13 13:51:00,44,F,Denpasar,movie,romance
1044,u205,i71,play,2246,2025-01-13 13:57:00,28,M,Surabaya,microdrama,comedy
1045,u83,i224,complete,2422,2025-01-13 14:03:00,25,M,Yogyakarta,series,family
1046,u58,i246,like,2577,2025-01-13 14:03:00,25,M,Bandung,movie,comedy
1047,u67,i70,skip,31,2025-01-13 14:11:00,39,F,Denpasar,microdrama,thriller
1048,u181,i205,play,516,2025-01-13 15:10:00,55,M,Makassar,movie,romance
1049,u212,i114,complete,2079,2025-01-13 15:12:00,54,M,Makassar,series,thriller
1050,u75,i97,play,1995,2025-01-13 15:31:00,25,F,Yogyakarta,movie,action
1051,u185,i257,play,701,2025-01-13 15:47:00,55,F,Yogyakarta,microdrama,romance
1052,u44,i50,like,1294,2025-01-13 16:20:00,47,F,Surabaya,movie,family
1053,u209,i147,skip,36,2025-01-13 16:38:00,23,F,Surabaya,series,romance
1054,u108,i198,pause,203,2025-01-13 17:54:00,44,M,Bandung,microdrama,comedy
1055,u154,i226,play,2010,2025-01-13 18:09:00,20,F,Jakarta,series,thriller
1056,u136,i201,play,1843,2025-01-13 18:10:00,54,M,Medan,series,anime
1057,u52,i139,play,3160,2025-01-13 18:16:00,36,F,Bandung,series,anime
1058,u63,i246,skip,32,2025-01-13 19:02:00,50,F,Medan,movie,comedy
1059,u117,i208,play,1132,2025-01-13 19:06:00,20,M,Medan,microdrama,romance
1060,u34,i166,play,2414,2025-01-13 19:19:00,46,M,Medan,series,anime
1061,u144,i212,play,1699,2025-01-13 19:44:00,50,F,Yogyakarta,series,drama
1062,u150,i111,complete,808,2025-01-13 20:14:00,47,F,Makassar,movie,drama
1063,u76,i144,save,38,2025-01-13 20:19:00,34,F,Surabaya,movie,family
1064,u131,i17,complete,1246,2025-01-13 20:29:00,22,M,Bandung,movie,romance
1065,u80,i164,pause,74,2025-01-13 20:52:00,16,F,Jakarta,series,anime
1066,u143,i38,play,642,2025-01-13 20:56:00,34,M,Jakarta,series,thriller
1067,u201,i105,like,844,2025-01-13 20:57:00,34,M,Yogyakarta,series,romance
1068,u38,i143,play,131,2025-01-13 21:13:00,32,F,Surabaya,series,family
1069,u190,i63,like,2574,2025-01-13 21:35:00,28,M,Denpasar,series,anime
1070,u82,i91,play,2904,2025-01-13 21:36:00,35,F,Medan,series,anime
1071,u209,i95,complete,3588,2025-01-13 21:45:00,23,F,Surabaya,series,anime
1072,u175,i163,pause,125,2025-01-13 21:58:00,43,M,Surabaya,tv,kids
1073,u66,i175,save,118,2025-01-13 22:58:00,21,F,Medan,series,family
1074,u154,i106,pause,269,2025-01-13 23:01:00,20,F,Jakarta,movie,action
1075,u22,i133,play,2158,2025-01-13 23:28:00,21,M,Bandung,series,anime
1076,u217,i54,play,2537,2025-01-14 00:03:00,20,F,Medan,movie,comedy
1077,u34,i45,save,60,2025-01-14 00:11:00,46,M,Medan,movie,family
1078,u37,i184,play,1776,2025-01-14 00:12:00,38,F,Jakarta,series,drama
1079,u86,i233,complete,589,2025-01-14 00:14:00,25,M,Medan,movie,action
1080,u131,i78,play,3250,2025-01-14 01:09:00,22,M,Bandung,series,anime
1081,u119,i79,skip,23,2025-01-14 01:17:00,53,M,Surabaya,series,thriller
1082,u126,i85,complete,1724,2025-01-14 01:35:00,28,F,Jakarta,movie,romance
1083,u11,i217,play,149,2025-01-14 01:41:00,24,F,Makassar,series,thriller
1084,u164,i106,play,1909,2025-01-14 01:46:00,37,M,Denpasar,movie,action
1085,u72,i169,play,2835,2025-01-14 02:02:00,20,M,Makassar,series,anime
1086,u34,i49,pause,197,2025-01-14 02:22:00,46,M,Medan,movie,family
1087,u36,i202,play,433,2025-01-14 02:34:00,21,M,Denpasar,series,family
1088,u23,i157,play,2252,2025-01-14 02:39:00,21,M,Jakarta,series,anime
1089,u19,i125,play,2642,2025-01-14 02:49:00,49,F,Makassar,series,thriller
1090,u170,i220,play,365,2025-01-14 04:18:00,54,M,Surabaya,movie,romance
1091,u51,i54,play,2221,2025-01-14 04:48:00,29,F,Makassar,movie,comedy
1092,u192,i255,complete,671,2025-01-14 04:50:00,45,M,Makassar,tv,kids
1093,u211,i96,skip,9,2025-01-14 04:52:00,19,F,Surabaya,series,drama
1094,u27,i107,play,848,2025-01-14 05:03:00,18,F,Surabaya,movie,thriller
1095,u195,i227,save,111,2025-01-14 05:06:00,17,M,Makassar,series,thriller
1096,u168,i143,like,3155,2025-01-14 05:18:00,41,F,Medan,series,family
1097,u134,i137,save,75,2025-01-14 05:37:00,47,M,Denpasar,series,thriller
1098,u158,i143,complete,438,2025-01-14 05:51:00,50,M,Jakarta,series,family
1099,u115,i220,play,3495,2025-01-14 06:01:00,30,M,Surabaya,movie,romance
1100,u165,i52,like,651,2025-01-14 06:06:00,20,M,Makassar,tv,kids
1101,u65,i213,play,941,2025-01-14 06:45:00,46,F,Medan,series,romance
1102,u71,i216,skip,39,2025-01-14 07:09:00,51,F,Medan,microdrama,comedy
1103,u31,i60,pause,210,2025-01-14 07:36:00,23,F,Surabaya,series,anime
1104,u123,i226,play,2409,2025-01-14 08:16:00,50,M,Makassar,series,thriller
1105,u31,i217,complete,2451,2025-01-14 08:22:00,23,F,Surabaya,series,thriller
1106,u18,i248,play,1833,2025-01-14 08:35:00,43,F,Surabaya,microdrama,thriller
1107,u40,i256,play,1093,2025-01-14 09:11:00,20,F,Denpasar,microdrama,romance
1108,u169,i43,skip,11,2025-01-14 09:32:00,37,F,Surabaya,tv,kids
1109,u89,i79,play,1663,2025-01-14 09:40:00,39,M,Denpasar,series,thriller
1110,u114,i10,play,2313,2025-01-14 10:32:00,37,M,Medan,series,thriller
1111,u191,i217,save,126,2025-01-14 10:39:00,31,M,Denpasar,series,thriller
1112,u82,i96,pause,235,2025-01-14 10:52:00,35,F,Medan,series,drama
1113,u82,i223,pause,192,2025-01-14 11:39:00,35,F,Medan,series,drama
1114,u111,i79,skip,30,2025-01-14 11:42:00,31,M,Medan,series,thriller
1115,u45,i49,complete,893,2025-01-14 12:37:00,28,F,Medan,movie,family
1116,u142,i78,skip,17,2025-01-14 12:44:00,53,F,Jakarta,series,anime
1117,u214,i28,play,855,2025-01-14 12:46:00,24,F,Medan,movie,action
1118,u46,i113,pause,104,2025-01-14 12:50:00,40,M,Bandung,movie,romance
1119,u95,i183,play,1927,2025-01-14 13:01:00,30,M,Surabaya,series,drama
1120,u118,i190,play,3169,2025-01-14 13:24:00,26,M,Surabaya,movie,thriller
1121,u132,i233,like,737,2025-01-14 13:43:00,42,F,Makassar,movie,action
1122,u147,i243,play,2002,2025-01-14 13:48:00,22,F,Surabaya,tv,kids
1123,u126,i58,skip,14,2025-01-14 13:50:00,28,F,Jakarta,series,anime
1124,u52,i246,play,1223,2025-01-14 13:52:00,36,F,Bandung,movie,comedy
1125,u64,i165,play,3086,2025-01-14 14:22:00,53,F,Jakarta,movie,romance
1126,u133,i39,play,2460,2025-01-14 14:31:00,19,F,Surabaya,series,thriller
1127,u85,i5,play,3205,2025-01-14 14:31:00,46,F,Denpasar,series,drama
1128,u159,i81,pause,87,2025-01-14 14:43:00,16,F,Jakarta,series,anime
1129,u50,i30,complete,2520,2025-01-14 14:53:00,20,M,Medan,movie,action
1130,u103,i123,like,1930,2025-01-14 15:00:00,43,F,Denpasar,microdrama,romance
1131,u154,i240,pause,139,2025-01-14 15:49:00,20,F,Jakarta,microdrama,comedy
1132,u204,i254,play,3598,2025-01-14 16:26:00,35,F,Jakarta,movie,action
1133,u57,i90,pause,91,2025-01-14 16:36:00,26,M,Yogyakarta,movie,thriller
1134,u133,i106,complete,1612,2025-01-14 16:43:00,19,F,Surabaya,movie,action
1135,u16,i116,play,2309,2025-01-14 16:50:00,22,M,Denpasar,series,thriller
1136,u7,i148,pause,270,2025-01-14 17:02:00,39,F,Yogyakarta,series,romance
1137,u200,i102,skip,14,2025-01-14 17:22:00,54,F,Bandung,series,romance
1138,u78,i40,pause,80,2025-01-14 17:34:00,45,M,Jakarta,series,thriller
1139,u210,i206,complete,1691,2025-01-14 17:34:00,42,F,Surabaya,microdrama,romance
1140,u92,i229,like,1351,2025-01-14 17:56:00,22,F,Medan,series,thriller
1141,u220,i25,skip,30,2025-01-14 17:58:00,36,M,Makassar,movie,action
1142,u104,i21,play,2888,2025-01-14 18:09:00,16,M,Denpasar,movie,romance
1143,u6,i86,play,633,2025-01-14 18:36:00,33,M,Denpasar,microdrama,comedy
1144,u30,i109,complete,494,2025-01-14 18:49:00,38,M,Medan,series,romance
1145,u188,i163,play,3209,2025-01-14 19:02:00,36,M,Bandung,tv,kids
1146,u171,i213,play,1728,2025-01-14 19:35:00,22,M,Bandung,series,romance
1147,u160,i256,pause,142,2025-01-14 20:15:00,51,F,Medan,microdrama,romance
1148,u158,i207,pause,280,2025-01-14 20:24:00,50,M,Jakarta,series,anime
1149,u176,i42,pause,292,2025-01-14 20:27:00,55,F,Yogyakarta,tv,kids
1150,u32,i227,pause,115,2025-01-14 21:14:00,31,F,Surabaya,series,thriller
1151,u62,i2,play,564,2025-01-14 21:46:00,54,M,Jakarta,series,drama
1152,u142,i238,play,3595,2025-01-14 21:52:00,53,F,Jakarta,series,anime
1153,u85,i254,play,1492,2025-01-14 22:34:00,46,F,Denpasar,movie,action
1154,u58,i26,skip,10,2025-01-14 22:39:00,25,M,Bandung,movie,action
1155,u80,i210,play,2247,2025-01-14 22:54:00,16,F,Jakarta,series,drama
1156,u140,i228,play,1108,2025-01-14 22:56:00,34,F,Makassar,movie,romance
1157,u3,i25,play,293,2025-01-14 23:45:00,15,F,Surabaya,movie,action
1158,u5,i155,complete,2222,2025-01-14 23:48:00,17,M,Jakarta,series,romance
1159,u185,i127,play,449,2025-01-14 23:51:00,55,F,Yogyakarta,series,drama
1160,u7,i139,like,3314,2025-01-15 00:34:00,39,F,Yogyakarta,series,anime
1161,u50,i30,play,1966,2025-01-15 00:48:00,20,M,Medan,movie,action
1162,u34,i121,skip,33,2025-01-15 01:23:00,46,M,Medan,series,family
1163,u23,i187,complete,1835,2025-01-15 01:41:00,21,M,Jakarta,movie,comedy
1164,u214,i238,like,3566,2025-01-15 01:43:00,24,F,Medan,series,anime
1165,u216,i12,complete,644,2025-01-15 02:02:00,44,M,Yogyakarta,series,romance
1166,u118,i84,play,3365,2025-01-15 02:30:00,26,M,Surabaya,series,romance
1167,u195,i39,complete,1351,2025-01-15 02:44:00,17,M,Makassar,series,thriller
1168,u189,i227,play,1773,2025-01-15 02:59:00,26,M,Makassar,series,thriller
1169,u3,i105,complete,3225,2025-01-15 03:04:00,15,F,Surabaya,series,romance
1170,u37,i42,pause,179,2025-01-15 03:37:00,38,F,Jakarta,tv,kids
1171,u178,i140,play,2966,2025-01-15 03:38:00,26,F,Bandung,series,drama
1172,u140,i171,complete,1876,2025-01-15 04:06:00,34,F,Makassar,movie,action
1173,u201,i165,play,1313,2025-01-15 04:25:00,34,M,Yogyakarta,movie,romance
1174,u17,i214,play,2760,2025-01-15 04:41:00,42,F,Yogyakarta,microdrama,romance
1175,u56,i110,complete,658,2025-01-15 04:51:00,41,F,Makassar,series,drama
1176,u168,i184,play,2192,2025-01-15 05:30:00,41,F,Medan,series,drama
1177,u24,i163,pause,242,2025-01-15 05:47:00,48,M,Denpasar,tv,kids
1178,u78,i248,complete,2028,2025-01-15 06:16:00,45,M,Jakarta,microdrama,thriller
1179,u76,i136,play,1410,2025-01-15 06:48:00,34,F,Surabaya,movie,action
1180,u51,i212,play,3473,2025-01-15 06:50:00,29,F,Makassar,series,drama
1181,u38,i127,play,495,2025-01-15 07:17:00,32,F,Surabaya,series,drama
1182,u82,i107,pause,136,2025-01-15 07:40:00,35,F,Medan,movie,thriller
1183,u49,i1,play,2095,2025-01-15 08:01:00,47,F,Denpasar,series,romance
1184,u80,i46,play,454,2025-01-15 08:34:00,16,F,Jakarta,movie,family
1185,u20,i143,complete,2311,2025-01-15 08:45:00,24,F,Denpasar,series,family
1186,u185,i37,play,907,2025-01-15 09:36:00,55,F,Yogyakarta,series,thriller
1187,u209,i13,play,2066,2025-01-15 10:04:00,23,F,Surabaya,movie,romance
1188,u39,i215,play,2552,2025-01-15 10:08:00,30,F,Medan,series,romance
1189,u6,i135,play,1941,2025-01-15 10:16:00,33,M,Denpasar,movie,romance
1190,u95,i17,like,2106,2025-01-15 10:28:00,30,M,Surabaya,movie,romance
1191,u119,i163,play,3340,2025-01-15 11:11:00,53,M,Surabaya,tv,kids
1192,u151,i14,pause,284,2025-01-15 11:34:00,27,F,Bandung,movie,romance
1193,u185,i157,play,2935,2025-01-15 12:11:00,55,F,Yogyakarta,series,anime
1194,u2,i197,pause,137,2025-01-15 12:41:00,19,M,Denpasar,microdrama,comedy
1195,u24,i67,like,1011,2025-01-15 12:42:00,48,M,Denpasar,microdrama,romance
1196,u179,i254,play,128,2025-01-15 14:13:00,21,M,Jakarta,movie,action
1197,u108,i117,play,1902,2025-01-15 14:46:00,44,M,Bandung,movie,romance
1198,u178,i31,pause,259,2025-01-15 15:25:00,26,F,Bandung,movie,action
1199,u97,i116,play,2801,2025-01-15 15:25:00,53,M,Denpasar,series,thriller
1200,u131,i197,play,2061,2025-01-15 15:50:00,22,M,Bandung,microdrama,comedy
1201,u184,i103,pause,248,2025-01-15 16:04:00,25,F,Surabaya,movie,romance
1202,u64,i43,like,1644,2025-01-15 16:04:00,53,F,Jakarta,tv,kids
1203,u69,i42,play,2624,2025-01-15 16:11:00,33,F,Makassar,tv,kids
1204,u195,i35,like,1577,2025-01-15 16:14:00,17,M,Makassar,series,thriller
1205,u211,i98,play,2808,2025-01-15 16:19:00,19,F,Surabaya,tv,kids
1206,u88,i60,play,1195,2025-01-15 16:24:00,19,F,Yogyakarta,series,anime
1207,u39,i24,skip,35,2025-01-15 16:40:00,30,F,Medan,movie,comedy
1208,u8,i174,skip,21,2025-01-15 16:41:00,41,M,Yogyakarta,series,romance
1209,u33,i39,play,2741,2025-01-15 17:36:00,47,M,Surabaya,series,thriller
1210,u181,i179,pause,95,2025-01-15 17:54:00,55,M,Makassar,microdrama,comedy
1211,u76,i65,play,736,2025-01-15 18:03:00,34,F,Surabaya,series,anime
1212,u111,i12,complete,2016,2025-01-15 18:04:00,31,M,Medan,series,romance
1213,u44,i117,play,1149,2025-01-15 18:13:00,47,F,Surabaya,movie,romance
1214,u84,i27,pause,295,2025-01-15 18:15:00,30,M,Jakarta,movie,action
1215,u197,i252,like,3174,2025-01-15 18:33:00,33,F,Medan,series,drama
1216,u17,i19,play,2232,2025-01-15 18:40:00,42,F,Yogyakarta,movie,romance
1217,u97,i91,play,2952,2025-01-15 19:05:00,53,M,Denpasar,series,anime
1218,u189,i187,like,3576,2025-01-15 19:08:00,26,M,Makassar,movie,comedy
1219,u157,i165,like,3232,2025-01-15 19:13:00,48,M,Bandung,movie,romance
1220,u205,i225,pause,187,2025-01-15 19:20:00,28,M,Surabaya,series,drama
1221,u1,i76,play,279,2025-01-15 19:33:00,55,F,Bandung,movie,thriller
1222,u189,i144,play,2922,2025-01-15 19:40:00,26,M,Makassar,movie,family
1223,u110,i212,skip,27,2025-01-15 19:51:00,46,F,Yogyakarta,series,drama
1224,u106,i163,play,1363,2025-01-15 20:12:00,53,F,Jakarta,tv,kids
1225,u87,i35,play,2768,2025-01-15 20:16:00,42,F,Bandung,series,thriller
1226,u32,i83,save,121,2025-01-15 21:11:00,31,F,Surabaya,movie,romance
1227,u208,i46,play,2652,2025-01-15 21:27:00,28,F,Yogyakarta,movie,family
1228,u61,i260,play,867,2025-01-15 22:04:00,35,M,Makassar,series,anime
1229,u167,i212,like,1675,2025-01-15 22:21:00,44,M,Jakarta,series,drama
1230,u47,i256,skip,15,2025-01-15 22:49:00,28,M,Makassar,microdrama,romance
1231,u77,i60,pause,128,2025-01-15 22:58:00,25,F,Jakarta,series,anime
1232,u88,i188,play,3524,2025-01-15 23:56:00,19,F,Yogyakarta,movie,family
1233,u57,i64,pause,189,2025-01-16 00:20:00,26,M,Yogyakarta,series,anime
1234,u150,i200,like,1961,2025-01-16 00:31:00,47,F,Makassar,series,drama
1235,u187,i6,complete,404,2025-01-16 00:35:00,18,F,Medan,series,romance
1236,u216,i174,save,61,2025-01-16 00:39:00,44,M,Yogyakarta,series,romance
1237,u27,i16,skip,39,2025-01-16 00:47:00,18,F,Surabaya,movie,romance
1238,u173,i101,play,2364,2025-01-16 01:08:00,39,F,Denpasar,movie,family
1239,u90,i135,complete,1666,2025-01-16 01:18:00,40,M,Denpasar,movie,romance
1240,u87,i243,skip,23,2025-01-16 01:19:00,42,F,Bandung,tv,kids
1241,u54,i239,pause,196,2025-01-16 01:54:00,25,F,Jakarta,tv,kids
1242,u37,i2,play,329,2025-01-16 02:03:00,38,F,Jakarta,series,drama
1243,u45,i137,skip,20,2025-01-16 02:07:00,28,F,Medan,series,thriller
1244,u51,i109,play,2227,2025-01-16 02:11:00,29,F,Makassar,series,romance
1245,u173,i13,play,1532,2025-01-16 03:00:00,39,F,Denpasar,movie,romance
1246,u3,i40,play,236,2025-01-16 03:00:00,15,F,Surabaya,series,thriller
1247,u194,i197,like,1357,2025-01-16 03:08:00,38,M,Jakarta,microdrama,comedy
1248,u130,i231,play,391,2025-01-16 03:34:00,29,M,Yogyakarta,series,drama
1249,u164,i78,complete,1625,2025-01-16 04:17:00,37,M,Denpasar,series,anime
1250,u106,i188,pause,68,2025-01-16 04:24:00,53,F,Jakarta,movie,family
1251,u51,i179,save,54,2025-01-16 04:55:00,29,F,Makassar,microdrama,comedy
1252,u90,i176,complete,2268,2025-01-16 05:04:00,40,M,Denpasar,series,thriller
1253,u81,i252,play,2894,2025-01-16 05:11:00,22,F,Bandung,series,drama
1254,u70,i9,like,722,2025-01-16 05:18:00,22,M,Yogyakarta,series,drama
1255,u52,i188,complete,1984,2025-01-16 05:23:00,36,F,Bandung,movie,family
1256,u17,i122,like,334,2025-01-16 05:32:00,42,F,Yogyakarta,movie,romance
1257,u95,i9,play,364,2025-01-16 05:35:00,30,M,Surabaya,series,drama
1258,u178,i124,play,133,2025-01-16 06:47:00,26,F,Bandung,series,anime
1259,u124,i73,play,3234,2025-01-16 06:59:00,17,M,Denpasar,microdrama,comedy
1260,u97,i132,play,2781,2025-01-16 07:04:00,53,M,Denpasar,movie,action
1261,u69,i3,pause,214,2025-01-16 07:46:00,33,F,Makassar,series,drama
1262,u19,i211,complete,2011,2025-01-16 08:38:00,49,F,Makassar,microdrama,comedy
1263,u111,i71,skip,5,2025-01-16 08:57:00,31,M,Medan,microdrama,comedy
1264,u19,i119,play,1840,2025-01-16 09:01:00,49,F,Makassar,series,anime
1265,u201,i58,play,1697,2025-01-16 09:15:00,34,M,Yogyakarta,series,anime
1266,u69,i32,play,2519,2025-01-16 09:41:00,33,F,Makassar,movie,action
1267,u118,i115,play,1510,2025-01-16 09:54:00,26,M,Surabaya,series,family
1268,u37,i135,complete,343,2025-01-16 10:08:00,38,F,Jakarta,movie,romance
1269,u6,i40,play,633,2025-01-16 10:37:00,33,M,Denpasar,series,thriller
1270,u188,i254,play,3281,2025-01-16 11:08:00,36,M,Bandung,movie,action
1271,u206,i142,complete,3385,2025-01-16 11:13:00,29,F,Denpasar,movie,action
1272,u196,i254,play,974,2025-01-16 11:16:00,16,M,Medan,movie,action
1273,u105,i107,play,2531,2025-01-16 12:12:00,34,F,Yogyakarta,movie,thriller
1274,u40,i73,save,90,2025-01-16 13:13:00,20,F,Denpasar,microdrama,comedy
1275,u24,i237,play,3120,2025-01-16 14:02:00,48,M,Denpasar,tv,kids
1276,u174,i105,play,2828,2025-01-16 15:19:00,49,M,Yogyakarta,series,romance
1277,u71,i213,play,2750,2025-01-16 15:38:00,51,F,Medan,series,romance
1278,u114,i77,complete,1607,2025-01-16 15:59:00,37,M,Medan,movie,romance
1279,u207,i210,save,77,2025-01-16 16:05:00,39,F,Medan,series,drama
1280,u177,i1,skip,19,2025-01-16 16:52:00,41,F,Bandung,series,romance
1281,u139,i184,save,87,2025-01-16 16:58:00,25,M,Surabaya,series,drama
1282,u127,i174,play,3064,2025-01-16 16:59:00,25,F,Yogyakarta,series,romance
1283,u85,i194,pause,181,2025-01-16 17:05:00,46,F,Denpasar,series,family
1284,u114,i106,play,1185,2025-01-16 17:06:00,37,M,Medan,movie,action
1285,u207,i119,play,3123,2025-01-16 17:14:00,39,F,Medan,series,anime
1286,u18,i148,skip,30,2025-01-16 17:16:00,43,F,Surabaya,series,romance
1287,u49,i24,complete,3292,2025-01-16 17:23:00,47,F,Denpasar,movie,comedy
1288,u87,i163,play,253,2025-01-16 17:57:00,42,F,Bandung,tv,kids
1289,u175,i173,save,135,2025-01-16 18:11:00,43,M,Surabaya,series,anime
1290,u12,i38,play,713,2025-01-16 18:43:00,29,M,Denpasar,series,thriller
1291,u194,i217,complete,303,2025-01-16 18:49:00,38,M,Jakarta,series,thriller
1292,u130,i16,complete,2048,2025-01-16 19:06:00,29,M,Yogyakarta,movie,romance
1293,u137,i209,play,1314,2025-01-16 19:47:00,54,M,Jakarta,movie,family
1294,u30,i31,complete,344,2025-01-16 19:55:00,38,M,Medan,movie,action
1295,u132,i97,play,1780,2025-01-16 19:58:00,42,F,Makassar,movie,action
1296,u168,i125,complete,2194,2025-01-16 20:43:00,41,F,Medan,series,thriller
1297,u61,i42,complete,3125,2025-01-16 20:45:00,35,M,Makassar,tv,kids
1298,u99,i64,play,3479,2025-01-16 20:55:00,53,F,Surabaya,series,anime
1299,u143,i64,pause,157,2025-01-16 20:58:00,34,M,Jakarta,series,anime
1300,u1,i72,like,632,2025-01-16 21:24:00,55,F,Bandung,microdrama,comedy
1301,u81,i246,play,2775,2025-01-16 21:27:00,22,F,Bandung,movie,comedy
1302,u171,i126,pause,157,2025-01-16 21:38:00,22,M,Bandung,movie,family
1303,u11,i206,play,1408,2025-01-16 21:55:00,24,F,Makassar,microdrama,romance
1304,u205,i75,save,123,2025-01-16 22:18:00,28,M,Surabaya,microdrama,romance
1305,u86,i115,play,3103,2025-01-16 22:57:00,25,M,Medan,series,family
1306,u78,i108,complete,2056,2025-01-17 00:11:00,45,M,Jakarta,series,anime
1307,u31,i33,save,82,2025-01-17 00:34:00,23,F,Surabaya,movie,thriller
1308,u38,i194,pause,101,2025-01-17 01:19:00,32,F,Surabaya,series,family
1309,u64,i80,skip,40,2025-01-17 03:02:00,53,F,Jakarta,series,anime
1310,u90,i170,complete,286,2025-01-17 03:06:00,40,M,Denpasar,microdrama,romance
1311,u82,i89,play,2755,2025-01-17 03:26:00,35,F,Medan,series,romance
1312,u160,i127,play,3224,2025-01-17 03:46:00,51,F,Medan,series,drama
1313,u219,i248,save,115,2025-01-17 03:59:00,44,F,Makassar,microdrama,thriller
1314,u108,i87,play,1253,2025-01-17 04:36:00,44,M,Bandung,movie,family
1315,u119,i259,play,273,2025-01-17 04:42:00,53,M,Surabaya,movie,action
1316,u124,i26,play,852,2025-01-17 04:51:00,17,M,Denpasar,movie,action
1317,u107,i77,complete,648,2025-01-17 05:01:00,43,M,Surabaya,movie,romance
1318,u35,i235,save,32,2025-01-17 05:24:00,43,F,Jakarta,microdrama,romance
1319,u57,i77,play,1075,2025-01-17 06:28:00,26,M,Yogyakarta,movie,romance
1320,u129,i35,pause,182,2025-01-17 06:33:00,20,F,Yogyakarta,series,thriller
1321,u50,i133,play,1018,2025-01-17 06:44:00,20,M,Medan,series,anime
1322,u182,i100,skip,13,2025-01-17 07:27:00,39,M,Yogyakarta,series,thriller
1323,u137,i36,skip,39,2025-01-17 07:50:00,54,M,Jakarta,series,thriller
1324,u125,i107,play,573,2025-01-17 07:51:00,35,M,Yogyakarta,movie,thriller
1325,u13,i206,complete,2612,2025-01-17 08:01:00,42,F,Yogyakarta,microdrama,romance
1326,u20,i197,play,2646,2025-01-17 08:35:00,24,F,Denpasar,microdrama,comedy
1327,u48,i142,play,235,2025-01-17 09:32:00,23,F,Yogyakarta,movie,action
1328,u114,i176,like,2869,2025-01-17 09:35:00,37,M,Medan,series,thriller
1329,u3,i104,skip,17,2025-01-17 09:38:00,15,F,Surabaya,movie,action
1330,u5,i55,complete,501,2025-01-17 09:45:00,17,M,Jakarta,movie,comedy
1331,u104,i179,complete,1516,2025-01-17 09:53:00,16,M,Denpasar,microdrama,comedy
